r_R,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6
0.65875,1.0153125233812612,0.9429806732305887,0.9522130528823548,0.9521973437524388,0.9521973523005357,0.9521973523095553,0.9521973523005357
0.66625,0.966538276465132,0.8967671463639565,0.9564324090298123,0.9564450259075311,0.956445033299876,0.956445033299876,
0.67375,0.9914234365140234,0.9194517084608299,0.9602681448701282,0.9603182463819322,0.9603183352838012,0.9603183352930124,0.9603183352838012
0.68125,1.0177408958043332,0.9433020835580893,0.9637508266848585,0.9638132762287621,0.9638132762628936,0.9638132762535907,0.9638132762628936
0.68875,0.968409881425216,0.8966945470855492,0.9669298608548239,0.9669257224944826,0.9669257219084882,0.9669257218990938,0.9669257219084882
0.69625,0.9949867101300628,0.9208365897396545,0.9697153273881703,0.969651542522502,0.9696513701023233,0.9696513700928401,0.9696513701023233
0.70375,1.0231562081057866,0.9463838756871031,0.9720053510105455,0.9719388908541381,0.9719389867667502,0.9719389867764858,0.9719389867667502
0.7112499999999999,1.0530567364158319,0.9734554246085434,0.9737751363480694,0.9737742939095518,0.9737742939244355,0.9737742939342562,0.9737742939244355
0.71875,1.0021845234166258,0.9254841949279216,0.9751259132243313,0.9752004865892676,0.9752005959237491,0.9752005959138442,0.9752005959237491
0.72625,1.0326044040013436,0.9528611765778975,0.9761598200025072,0.9762126357226529,0.9762126184483828,0.9762126184583683,0.9762126184483828
0.73375,0.9819549022449544,0.9052679477715007,0.9768101434249189,0.9768047792057908,0.9768047773224562,0.9768047773123928,0.9768047773224562
0.74125,1.0129266313308787,0.9331623583862623,0.9770181109469486,0.9769712705369967,0.9769711318877342,0.9769711318775934,0.9769711318877342
0.74875,1.045959082755282,0.9628549571737991,0.9766587466374858,0.9766322892295576,0.9766323087499309,0.9766323087602938,0.9766323087499309
0.75625,0.9945222356145634,0.9146050955428338,0.9757432870298796,0.9758016909961689,0.9758017483039497,0.975801748314385,0.9758017483039497
