r_R,alpha,inflow,a,a_prime,Ct,Cx,Cy,Cq,Cp
0.65875,-0.7391570837425121,0.8517495965660988,0.04366476550379823,0.05402051532633995,0.13307058806618247,0.2977706535246475,0.3557842893024228,0.1589962746081084,0.9990030565139574
0.66625,-0.7558804723184878,0.8454964901481536,0.04369067891629764,0.052779612307439175,0.13327614622240766,0.29872590243261865,0.35248785674795524,0.15726196736679038,0.9881060827371728
0.67375,-0.7758000628160886,0.8392991680475413,0.043696783576915664,0.05155936962492735,0.13336734576068593,0.29938893711703296,0.3489388367510062,0.15544010041463496,0.9766589550717539
0.68125,-0.7988904656872577,0.8331571871464619,0.043683064887309865,0.05035938103071161,0.13334324509421175,0.2997574815022822,0.34514412300407343,0.15353290625993138,0.9646757007809815
0.68875,-0.825125332756663,0.8270700875980774,0.043649501837438744,0.049179243323440515,0.1332029529201813,0.29982952742416435,0.34111060195399784,0.15154257725725123,0.9521700948348882
0.69625,-0.8544774348055952,0.8210373941809245,0.04359606683385783,0.04801855716096681,0.132945626821168,0.2996033252096559,0.3368451430266036,0.14947126656389312,0.9391556659197766
0.70375,-0.8869187355238495,0.8150586175899818,0.043522725528693525,0.046876927812406745,0.1325704718912645,0.29907737427993747,0.3323545895838624,0.14732108907444588,0.9256457023102534
0.7112499999999999,-0.9224204620802396,0.8091332556687726,0.043429436648450406,0.04575396586058353,0.1320767393831708,0.2982504137921019,0.32764575056998296,0.1450941223299064,0.9116532575813854
0.71875,-0.9609531725907416,0.80326079458738,0.04331615182197494,0.044649287865981595,0.13146372537098444,0.2971214133295418,0.32272539280153734,0.14279240739689744,0.8971911561329877
0.72625,-1.0024836812841542,0.797440650420798,0.0431827431809171,0.043562463121667075,0.13073054520046748,0.2956890658083833,0.31759983243261364,0.14041777005177336,0.8822708696562241
0.73375,-1.0469270354523132,0.7916713450318736,0.04302805335896973,0.04249232388129938,0.12987320415046677,0.29394519560716875,0.31226974852592,0.1379695055075521,0.8668879698438844
0.74125,-1.094305032252855,0.7859532732655413,0.04285308557849841,0.041439334612432696,0.1288944694341416,0.29189688444005724,0.30674783449737575,0.13545227959528736,0.8510717729770908
0.74875,-1.1445875090162403,0.7802858852955668,0.042657739309412135,0.040403130722744894,0.12779374240136362,0.2895438197050424,0.30104054029819977,0.13286795794657727,0.8348340011648895
0.75625,-1.197742052033604,0.7746686247254496,0.042441932534988,0.03938337452692414,0.1265705491304978,0.28688603566917636,0.2951543867483249,0.1302184376593082,0.8181865742248463
0.7637499999999999,-1.2537364590792848,0.7691009295827861,0.04220556722005018,0.03837973297188294,0.12522442841615794,0.2839236977939665,0.2890957771801302,0.12750556569719412,0.8011410969722316
0.77125,-1.3125392807259146,0.7635822333256863,0.0419485216446694,0.03739187422120463,0.1237549072753559,0.2806570501754988,0.2828709579264389,0.1247311234375465,0.7837087621307954
0.77875,-1.3741160433391002,0.7581119658810909,0.04167070697796857,0.03641950385887894,0.12216167803039905,0.27708674152287555,0.2764862990611541,0.12189695566112282,0.7659011607998885
0.78625,-1.4384347703551725,0.7526895547433196,0.04137198658796482,0.03546231568400692,0.12044434218285138,0.2732133384821568,0.2699478833614054,0.11900478730545641,0.7477291310816755
0.79375,-1.5054551009257082,0.747314295481686,0.041052039892336446,0.034519945335995776,0.11860201588362969,0.26903638280154873,0.2632611440431192,0.11605605926703275,0.7292017263957834
0.80125,-1.5750635481230475,0.7419842050008834,0.040708681876543265,0.03359128165248726,0.11662841831486553,0.264543442165194,0.2564255093230739,0.11304949222915119,0.7103109085583156
0.80875,-1.6473110792677232,0.7367001799786551,0.04034384775021095,0.032676987536937006,0.11452951975771833,0.2597494690494668,0.2494539080037275,0.10998996991154063,0.6910873628853168
0.8162499999999999,-1.7221653733499238,0.731461649174944,0.03995736373345472,0.03177682732868713,0.1123050499421292,0.2546555669425953,0.24235206778720686,0.10687911284684186,0.6715412714836657
0.82375,-1.7995938559603673,0.7262680464366462,0.03954905529526304,0.030890592799306997,0.10995478089461078,0.24926297619747156,0.23512563749330848,0.10371852389619012,0.6516827054268965
0.83125,-1.879564529455692,0.721118813299597,0.03911873724579382,0.03001810077194075,0.10747848890080257,0.24357299548418973,0.22778012819250054,0.10050976271387356,0.6315214643119169
0.83875,-1.9620460249017881,0.716013402272641,0.03866621691254479,0.02915919917323372,0.10487595334919025,0.23758697245485014,0.2203209114994378,0.09725434604999202,0.6110670781606689
0.84625,-2.0470075233878973,0.7109512754643298,0.03819098569283893,0.028314052527050507,0.10214608719002101,0.2313044658472889,0.21275536439836853,0.09395464078984049,0.5903344185520616
0.85375,-2.1344197723554927,0.705931922321291,0.037692876900097594,0.02748256182737374,0.09928877892291035,0.22472711901525824,0.20508825131287733,0.09061194809623664,0.5693316609331933
0.86125,-2.2242553281467465,0.7009548638613767,0.037171934793927684,0.026664493652096274,0.09630444336125615,0.21785771070122656,0.1973226769396605,0.08722688999043036,0.5480627135788422
0.8687499999999999,-2.3164886517625263,0.6960196543450372,0.036627960776071194,0.02585990874946552,0.09319273588833861,0.21069743812075392,0.189463246130186,0.08380072588562743,0.5265354896155583
0.87625,-2.411097138176082,0.6911258992402415,0.03606076967619539,0.025068958372569103,0.08995321841399255,0.2032473121512366,0.18151427810746257,0.08033460974493171,0.504757239607361
0.88375,-2.5080504012385276,0.6862730681937526,0.035469873779874664,0.024291810527835727,0.08658449833677713,0.19550623680767676,0.1734790114700477,0.07682922767880927,0.48273227451344963
0.89125,-2.6072120563083914,0.6814587808802611,0.03485168415420995,0.023527867390878823,0.08307741560038114,0.18745584811553911,0.16535372558760802,0.07328211053206327,0.4604450801741703
0.8987499999999999,-2.7087043817205725,0.6766851714366783,0.034209664539613716,0.022778877087876313,0.07943995414407035,0.1791159686171136,0.15714962851299616,0.06969763432406734,0.4379231519301555
0.90625,-2.8125315876509447,0.6719523133483384,0.03354383312107807,0.02204575020627842,0.0756706576568313,0.17048540332297915,0.1488689304042321,0.06607609594640025,0.41516835520621065
0.91375,-2.918712851145152,0.6672605413132198,0.032854359766292224,0.02132979038296488,0.07176746121594803,0.16156161250201131,0.14051277206978663,0.062417332697713906,0.392179667719616
0.9212499999999999,-3.027288899691328,0.6626105661640144,0.03214136073393171,0.02063312830854591,0.06772677436793224,0.15233874036357922,0.13208251647300154,0.05872126005763711,0.36895655841321695
0.92875,-3.138332612796752,0.6580036598902532,0.03140495579765746,0.019959054641756947,0.06354300277893478,0.14280655316614677,0.12357920532320676,0.054987629149473756,0.34549746354861344
0.93625,-3.251967418294278,0.6534419767156807,0.030647284618183366,0.01931077212107532,0.05921160886606903,0.132956845875285,0.11499178768291524,0.05121096780134184,0.3217680004558379
0.94375,-3.368394256965381,0.6489290237215923,0.029870549281147615,0.018694235788828163,0.05472285730871272,0.12277009006126052,0.10630916333413687,0.0473856553367643,0.2977328533830334
0.9512499999999999,-3.487942823628245,0.6444705551733527,0.029078412659863367,0.018118691942817577,0.050061515984580085,0.11221459067384004,0.09751171595565634,0.04350222457433843,0.27333253827510995
0.95875,-3.6111656708896334,0.6400762149422107,0.02827549838834807,0.017600589211299675,0.04520031213604392,0.10123223776551205,0.0885722763499674,0.03954762457383795,0.24848505365619297
0.96625,-3.739034053316672,0.6357629546389297,0.027473234360069588,0.01716514001934661,0.04009869366832565,0.08973512649810358,0.07942298403051416,0.035490649274760866,0.2229943260654413
0.9737499999999999,-3.8733760936154624,0.6315626810669404,0.02668984702411228,0.016862290264430767,0.034677450770965845,0.07755003020686389,0.06994498366084972,0.03127676049838656,0.19651768201963732
0.98125,-4.018038873528091,0.6275425367964018,0.025956836079994057,0.01680284755160311,0.02876875561583698,0.06430774393462677,0.05988674763181763,0.026790975860689955,0.1683326658928901
0.98875,-4.182911263992743,0.6238751206250358,0.025317715276814083,0.017305995412328485,0.02193516565486175,0.049042442682397144,0.04859452266269121,0.02173482468515618,0.13656393111589749
0.99625,-4.410380955853064,0.6213002350937639,0.024539697786115193,0.020132517103431037,0.012376151461175808,0.027764683668333005,0.03326952554316512,0.014829942614634623,0.09317927754258869
